gene_a.identifier,gene_a.name,gene_b.identifier,gene_b.name,cancer
55795,MRPL49,60732,KRAS,LUAD
55810,PRKDC,56655,RRM2,LUAD
55810,PRKDC,66175,VHL,LUAD
55965,ABCB5,60732,KRAS,LUAD
56033,ARSA,60732,KRAS,LUAD
56268,PC,60732,KRAS,LUAD
56342,MTX2,60732,KRAS,LUAD
56655,RRM2,60732,KRAS,LUAD
56655,RRM2,66175,VHL,LUAD
56669,POLR2B,60732,KRAS,LUAD
56752,PSMD14,60732,KRAS,LUAD
56778,ENO2,8333,PFKM,LUAD
56778,ENO2,19426,PDHA1,LUAD
56778,ENO2,27532,PKM,LUAD
56778,ENO2,77560,PGK2,LUAD
57653,ZBTB5,60732,KRAS,LUAD
57712,DCTN4,60732,KRAS,LUAD
57880,PSMB6,60732,KRAS,LUAD
57986,VPS52,60732,KRAS,LUAD
58239,ADAMTS14,60732,KRAS,LUAD
59379,OIP5,60732,KRAS,LUAD
59584,RPA2,60732,KRAS,LUAD
60080,SPATA17,60732,KRAS,LUAD
60202,FBL,60732,KRAS,LUAD
60338,RFC1,86335,CHEK2,LUAD
60381,ALDOA,47207,FBP2,LUAD
60381,ALDOA,76542,HK2,LUAD
60381,ALDOA,56778,ENO2,LUAD
60502,ASH1L,60732,KRAS,LUAD
60611,TMEM177,60732,KRAS,LUAD
60732,KRAS,49917,COPS8,LUAD
60732,KRAS,61512,DIDO1,LUAD
60732,KRAS,66153,NXF1,LUAD
60732,KRAS,35255,KPRP,LUAD
60732,KRAS,66770,ZC3H18,LUAD
60732,KRAS,38580,IREB2,LUAD
60732,KRAS,54385,PSMA5,LUAD
60732,KRAS,72913,UHRF2,LUAD
60732,KRAS,67684,OR2H2,LUAD
60732,KRAS,94182,STK33,LUAD
60732,KRAS,36205,IARS2,LUAD
60732,KRAS,8181,CDKL3,LUAD
60732,KRAS,29426,MPDZ,LUAD
60732,KRAS,79493,RPL37A,LUAD
60732,KRAS,80970,CDC73,LUAD
60732,KRAS,24358,CDCA8,LUAD
60732,KRAS,45685,RLF,LUAD
60732,KRAS,81782,GATA6,LUAD
60732,KRAS,12902,ANAPC4,LUAD
60732,KRAS,35310,HUWE1,LUAD
60732,KRAS,43720,HNRNPC,LUAD
60732,KRAS,93127,CNOT1,LUAD
60732,KRAS,4995,ARID1B,LUAD
60732,KRAS,17460,TRIM39,LUAD
60732,KRAS,93880,RNF40,LUAD
60732,KRAS,66081,UBE2I,LUAD
60732,KRAS,1307,RPGRIP1,LUAD
60732,KRAS,21448,MAP3K7,LUAD
60732,KRAS,56869,ARPC3,LUAD
60732,KRAS,49520,RELN,LUAD
60732,KRAS,65533,KRT32,LUAD
60732,KRAS,95166,CCDC112,LUAD
60732,KRAS,40156,SH2D3A,LUAD
60732,KRAS,63540,ZGPAT,LUAD
60732,KRAS,86944,EIF4A3,LUAD
60732,KRAS,32354,PKN3,LUAD
60732,KRAS,65741,MTX1,LUAD
60732,KRAS,9416,DNTTIP1,LUAD
60732,KRAS,90559,PPP1R8,LUAD
60732,KRAS,22847,KCMF1,LUAD
60732,KRAS,25343,CTNNAL1,LUAD
60732,KRAS,2964,XPO1,LUAD
60732,KRAS,45574,TBK1,LUAD
60732,KRAS,5405,EXOSC10,LUAD
60732,KRAS,81402,NF1,LUAD
60732,KRAS,55945,KCNH7,LUAD
60732,KRAS,28733,PRKCA,LUAD
60732,KRAS,13496,SYTL2,LUAD
60806,RPS21,60732,KRAS,LUAD
61439,TDRD7,60732,KRAS,LUAD
61791,GDF10,60732,KRAS,LUAD
61799,ADH7,60732,KRAS,LUAD
61920,RHBDL2,60732,KRAS,LUAD
62465,SPAST,60732,KRAS,LUAD
62653,GON4L,60732,KRAS,LUAD
63271,PNPLA4,60732,KRAS,LUAD
63348,HOXD11,60732,KRAS,LUAD
63653,NOL8,60732,KRAS,LUAD
63860,ALKBH7,60732,KRAS,LUAD
64318,SERPINI1,60732,KRAS,LUAD
64634,CTCF,60732,KRAS,LUAD
65040,KIF2C,60732,KRAS,LUAD
65860,PDGFRA,56655,RRM2,LUAD
66202,CSNK2A1,15850,APC,LUAD
66202,CSNK2A1,26328,STK11,LUAD
66202,CSNK2A1,31516,ATAD5,LUAD
66308,NADK,60732,KRAS,LUAD
66576,SAE1,60732,KRAS,LUAD
66764,DNM3,60732,KRAS,LUAD
67385,ZC3H15,60732,KRAS,LUAD
67411,UBE3B,60732,KRAS,LUAD
68069,CCNA2,60732,KRAS,LUAD
68091,CCT2,60732,KRAS,LUAD
68407,RPS6KB1,56655,RRM2,LUAD
69057,POLR2A,60732,KRAS,LUAD
69273,GATA2,60732,KRAS,LUAD
69592,DCLK2,60732,KRAS,LUAD
69642,TTC21B,60732,KRAS,LUAD
70049,LRRC32,60732,KRAS,LUAD
70554,FOXR1,60732,KRAS,LUAD
70738,FREM1,60732,KRAS,LUAD
70866,HOXD1,60732,KRAS,LUAD
70967,EIF2B2,60732,KRAS,LUAD
71179,SUV39H2,60732,KRAS,LUAD
71459,NR5A1,60732,KRAS,LUAD
71917,PLXNB1,60732,KRAS,LUAD
71977,METAP2,60732,KRAS,LUAD
72090,RAP1A,60732,KRAS,LUAD
72307,C6,60732,KRAS,LUAD
72576,EFNB3,60732,KRAS,LUAD
72789,ALDOB,56778,ENO2,LUAD
73142,TRIM44,60732,KRAS,LUAD
73372,CHEK1,55810,PRKDC,LUAD
73502,SDCCAG8,60732,KRAS,LUAD
73780,FGFR3,66175,VHL,LUAD
73780,FGFR3,41830,FNTA,LUAD
74111,FBXW7,60732,KRAS,LUAD
74235,SEC14L3,60732,KRAS,LUAD
75054,HSPA9,60732,KRAS,LUAD
75193,LCE5A,60732,KRAS,LUAD
75336,FANCA,60732,KRAS,LUAD
75900,SNAP23,60732,KRAS,LUAD
76000,WDR36,60732,KRAS,LUAD
76109,OSBPL9,60732,KRAS,LUAD
76183,TUBGCP4,60732,KRAS,LUAD
76542,HK2,75349,TKT,LUAD
76844,TBCD,60732,KRAS,LUAD
76950,CD68,60732,KRAS,LUAD
77075,SNRPN,60732,KRAS,LUAD
77834,HOXB5,60732,KRAS,LUAD
77931,VNN1,60732,KRAS,LUAD
78733,HCK,60732,KRAS,LUAD
79054,PON2,60732,KRAS,LUAD
79140,RUNX2,60732,KRAS,LUAD
79445,NAGLU,60732,KRAS,LUAD
79543,STT3A,60732,KRAS,LUAD
79630,PFKL,75349,TKT,LUAD
79905,HOXC5,60732,KRAS,LUAD
80560,MATN2,60732,KRAS,LUAD
80982,RB1CC1,60732,KRAS,LUAD
82452,LRRC10,60732,KRAS,LUAD
82713,UBB,60732,KRAS,LUAD
82785,KLHL25,60732,KRAS,LUAD
83044,MCPH1,60732,KRAS,LUAD
83464,KCTD12,60732,KRAS,LUAD
83496,RAD17,86335,CHEK2,LUAD
84737,FBXO36,60732,KRAS,LUAD
85211,TOP2A,43783,MAP3K4,LUAD
85211,TOP2A,14011,WEE1,LUAD
85211,TOP2A,73372,CHEK1,LUAD
85211,TOP2A,81402,NF1,LUAD
85211,TOP2A,83496,RAD17,LUAD
85211,TOP2A,48399,PALB2,LUAD
85211,TOP2A,80970,CDC73,LUAD
85211,TOP2A,5964,FH,LUAD
85211,TOP2A,48627,CDC6,LUAD
85211,TOP2A,61622,MSH2,LUAD
85211,TOP2A,46130,BRCA2,LUAD
85211,TOP2A,14106,LLGL1,LUAD
85211,TOP2A,34485,RPS11,LUAD
85211,TOP2A,1204,TTN,LUAD
85430,NUP98,60732,KRAS,LUAD
85645,DDX43,60732,KRAS,LUAD
85796,CRNN,60732,KRAS,LUAD
85854,SERPINB5,60732,KRAS,LUAD
86177,MTOR,73545,YWHAZ,LUAD
86190,POLR3B,60732,KRAS,LUAD
86201,WDR37,60732,KRAS,LUAD
86208,ROR1,66175,VHL,LUAD
86265,MLF2,60732,KRAS,LUAD
86335,CHEK2,24198,CDC14A,LUAD
86335,CHEK2,76660,ATR,LUAD
86335,CHEK2,48627,CDC6,LUAD
86335,CHEK2,7332,BLM,LUAD
86335,CHEK2,80970,CDC73,LUAD
86335,CHEK2,1204,TTN,LUAD
86335,CHEK2,31516,ATAD5,LUAD
86335,CHEK2,84640,DAAM1,LUAD
86335,CHEK2,94589,WRN,LUAD
86335,CHEK2,14106,LLGL1,LUAD
86335,CHEK2,47035,RPS10,LUAD
86584,ARL4A,60732,KRAS,LUAD
87229,NBR2,60732,KRAS,LUAD
87386,DYNLL2,60732,KRAS,LUAD
88318,PSMA2,60732,KRAS,LUAD
88572,ENO3,24458,GAPDH,LUAD
88572,ENO3,23608,GAPDHS,LUAD
88637,PHF7,60732,KRAS,LUAD
88661,EFNB2,60732,KRAS,LUAD
88771,THOC1,60732,KRAS,LUAD
89279,ERH,60732,KRAS,LUAD
90181,IGF1R,55810,PRKDC,LUAD
90426,CALR,60732,KRAS,LUAD
90778,ENO1,24458,GAPDH,LUAD
90778,ENO1,531,LDHB,LUAD
90778,ENO1,89098,HK1,LUAD
91051,HSP90AA1,27297,FZR1,LUAD
91051,HSP90AA1,61862,MCL1,LUAD
91051,HSP90AA1,14106,LLGL1,LUAD
91051,HSP90AA1,76660,ATR,LUAD
91130,NFKBIL1,60732,KRAS,LUAD
91707,ENPP5,60732,KRAS,LUAD
91864,C1QA,60732,KRAS,LUAD
92418,LZTR1,60732,KRAS,LUAD
92893,PHF1,60732,KRAS,LUAD
92902,POLA1,60732,KRAS,LUAD
92992,EEF1A1,60732,KRAS,LUAD
93953,F2RL3,60732,KRAS,LUAD
94253,POLR2G,60732,KRAS,LUAD
94552,CCT8,60732,KRAS,LUAD
95190,CATSPER1,60732,KRAS,LUAD
95208,RAN,60732,KRAS,LUAD
95824,GCM2,60732,KRAS,LUAD
