gene_a.identifier,gene_a.name,gene_b.identifier,gene_b.name,cancer
4073,KCNA3,68194,PRKCZ,LAML
4307,MMP14,59492,PLA2G4C,LAML
4307,MMP14,93935,NPR1,LAML
4307,MMP14,55810,PRKDC,LAML
4825,CASK,87216,PIM2,LAML
4825,CASK,7476,PPP1CC,LAML
5138,TRAPPC2L,29430,RAB1A,LAML
5572,SPHK2,90465,TPSAB1,LAML
6456,MAP3K3,68194,PRKCZ,LAML
6456,MAP3K3,93935,NPR1,LAML
6456,MAP3K3,42330,MASP2,LAML
6456,MAP3K3,90465,TPSAB1,LAML
6685,BCL2L2,88635,NAMPT,LAML
6685,BCL2L2,26824,MAP3K8,LAML
6685,BCL2L2,74945,CDC25A,LAML
6685,BCL2L2,38662,PIK3CG,LAML
6685,BCL2L2,92091,GRB2,LAML
6685,BCL2L2,19296,BIRC5,LAML
6685,BCL2L2,90057,ITGB7,LAML
7159,TMEM165,10799,PTAR1,LAML
7243,SECISBP2L,10799,PTAR1,LAML
7476,PPP1CC,25943,STMN1,LAML
7476,PPP1CC,52225,TYK2,LAML
7822,OXT,12970,TK1,LAML
7822,OXT,77445,TAOK2,LAML
7822,OXT,1483,PIK3CD,LAML
7822,OXT,47636,TOP1,LAML
7822,OXT,88859,SRC,LAML
7822,OXT,16910,TSPO,LAML
8185,USP8,10799,PTAR1,LAML
9021,INPP1,17170,MCAT,LAML
9021,INPP1,28733,PRKCA,LAML
9419,MAPK3,65458,SPHK1,LAML
9419,MAPK3,13799,PIM1,LAML
9419,MAPK3,17121,MMP25,LAML
9419,MAPK3,43115,PTPRZ1,LAML
9758,EGFR,90465,TPSAB1,LAML
9758,EGFR,70890,PTGIR,LAML
9758,EGFR,70281,NAGK,LAML
10708,CYP11B2,24195,SSTR5,LAML
10708,CYP11B2,71820,FABP4,LAML
10708,CYP11B2,71459,NR5A1,LAML
10708,CYP11B2,36615,EPHA2,LAML
10708,CYP11B2,47088,ILK,LAML
10708,CYP11B2,37681,PRKAR1A,LAML
10708,CYP11B2,95418,HMGA1,LAML
10799,PTAR1,91337,GOSR1,LAML
10866,GTF2I,10799,PTAR1,LAML
10925,ERBB3,52225,TYK2,LAML
10925,ERBB3,15507,PRSS8,LAML
10925,ERBB3,7476,PPP1CC,LAML
10925,ERBB3,2724,PKLR,LAML
10925,ERBB3,91579,MAPKAPK2,LAML
10925,ERBB3,82758,HMGCR,LAML
10925,ERBB3,94780,PRODH,LAML
10925,ERBB3,55083,TST,LAML
11657,SLMAP,10799,PTAR1,LAML
12455,EHMT2,55899,HCRT,LAML
12455,EHMT2,46366,GPX1,LAML
12455,EHMT2,90465,TPSAB1,LAML
12455,EHMT2,94780,PRODH,LAML
12455,EHMT2,2524,FGFR2,LAML
12455,EHMT2,70281,NAGK,LAML
12455,EHMT2,74469,NOS2,LAML
12692,MC1R,93822,SLC16A5,LAML
12692,MC1R,70890,PTGIR,LAML
12849,CAMK1G,85188,PIK3CA,LAML
12849,CAMK1G,1483,PIK3CD,LAML
12849,CAMK1G,78202,XIAP,LAML
12970,TK1,16910,TSPO,LAML
12970,TK1,52225,TYK2,LAML
13666,CLK3,59765,LCK,LAML
13799,PIM1,87216,PIM2,LAML
14188,TMEM131,10799,PTAR1,LAML
14537,AKT2,51663,MAP2K2,LAML
14537,AKT2,48732,CDK12,LAML
14537,AKT2,82758,HMGCR,LAML
14537,AKT2,61862,MCL1,LAML
14537,AKT2,48881,CYP4F12,LAML
14789,DDR2,12970,TK1,LAML
14789,DDR2,55083,TST,LAML
14789,DDR2,68398,GRM2,LAML
14789,DDR2,38662,PIK3CG,LAML
15507,PRSS8,88859,SRC,LAML
15507,PRSS8,65458,SPHK1,LAML
15507,PRSS8,24195,SSTR5,LAML
16010,CDC25B,95418,HMGA1,LAML
16010,CDC25B,72687,PIK3CB,LAML
16010,CDC25B,74469,NOS2,LAML
16010,CDC25B,92223,PFKFB4,LAML
16010,CDC25B,47636,TOP1,LAML
16010,CDC25B,55810,PRKDC,LAML
16010,CDC25B,14789,DDR2,LAML
16010,CDC25B,52225,TYK2,LAML
16010,CDC25B,53736,PRKCD,LAML
16010,CDC25B,43115,PTPRZ1,LAML
16010,CDC25B,73127,CSF3R,LAML
16755,NAA30,10799,PTAR1,LAML
17121,MMP25,68194,PRKCZ,LAML
17121,MMP25,20190,PIK3R2,LAML
17121,MMP25,53092,SLC16A8,LAML
17170,MCAT,31227,PARP1,LAML
17170,MCAT,7476,PPP1CC,LAML
17393,ALK,87320,DCXR,LAML
17393,ALK,95418,HMGA1,LAML
17393,ALK,38962,PTK6,LAML
17393,ALK,64496,SSTR4,LAML
17393,ALK,74945,CDC25A,LAML
17393,ALK,94780,PRODH,LAML
17565,DDR1,48383,ERBB4,LAML
17565,DDR1,76564,MAP2K5,LAML
17565,DDR1,72612,ITGA6,LAML
17565,DDR1,12970,TK1,LAML
18655,VPS53,10799,PTAR1,LAML
18655,VPS53,29430,RAB1A,LAML
18889,DBH,24195,SSTR5,LAML
18889,DBH,1483,PIK3CD,LAML
18889,DBH,28733,PRKCA,LAML
18889,DBH,95418,HMGA1,LAML
18889,DBH,90465,TPSAB1,LAML
18889,DBH,47636,TOP1,LAML
18889,DBH,32766,LTC4S,LAML
18889,DBH,12970,TK1,LAML
18889,DBH,68307,POMC,LAML
18889,DBH,63218,KCNQ4,LAML
19064,BCL2L1,55899,HCRT,LAML
19064,BCL2L1,80975,DOT1L,LAML
19064,BCL2L1,86191,DCK,LAML
19064,BCL2L1,47636,TOP1,LAML
19064,BCL2L1,61862,MCL1,LAML
19064,BCL2L1,69903,BRD2,LAML
19064,BCL2L1,78733,HCK,LAML
19064,BCL2L1,52225,TYK2,LAML
19064,BCL2L1,7822,OXT,LAML
19064,BCL2L1,43115,PTPRZ1,LAML
19064,BCL2L1,71406,CDK2,LAML
19064,BCL2L1,6685,BCL2L2,LAML
19064,BCL2L1,90373,UMPS,LAML
19064,BCL2L1,30281,EPHB2,LAML
19064,BCL2L1,93822,SLC16A5,LAML
19064,BCL2L1,16910,TSPO,LAML
19064,BCL2L1,23438,GPI,LAML
19064,BCL2L1,63493,PRKAA1,LAML
19193,LARS2,38662,PIK3CG,LAML
19193,LARS2,1483,PIK3CD,LAML
19193,LARS2,63493,PRKAA1,LAML
19296,BIRC5,93822,SLC16A5,LAML
19296,BIRC5,24683,MAP4K1,LAML
19296,BIRC5,73995,LIG1,LAML
19296,BIRC5,26824,MAP3K8,LAML
19296,BIRC5,23363,ERBB2,LAML
19296,BIRC5,72207,PTPRE,LAML
19296,BIRC5,56318,CD22,LAML
19296,BIRC5,64562,DNMT1,LAML
19296,BIRC5,64034,KSR1,LAML
19296,BIRC5,90465,TPSAB1,LAML
19296,BIRC5,71820,FABP4,LAML
19296,BIRC5,92524,CAMK2G,LAML
19296,BIRC5,22800,PIK3C2B,LAML
19296,BIRC5,28872,NPEPPS,LAML
19296,BIRC5,6456,MAP3K3,LAML
19296,BIRC5,4307,MMP14,LAML
19296,BIRC5,12849,CAMK1G,LAML
19296,BIRC5,86191,DCK,LAML
19296,BIRC5,28733,PRKCA,LAML
19296,BIRC5,87320,DCXR,LAML
19296,BIRC5,85065,PNMT,LAML
19296,BIRC5,50290,CRYBB1,LAML
19409,ALPL,34593,AMHR2,LAML
19409,ALPL,95418,HMGA1,LAML
19409,ALPL,91579,MAPKAPK2,LAML
19409,ALPL,74945,CDC25A,LAML
19409,ALPL,87216,PIM2,LAML
19409,ALPL,22800,PIK3C2B,LAML
20190,PIK3R2,25943,STMN1,LAML
20190,PIK3R2,5572,SPHK2,LAML
20294,CAMK2B,92091,GRB2,LAML
20294,CAMK2B,56318,CD22,LAML
21143,PPP2R2A,10799,PTAR1,LAML
21849,CSF1R,90181,IGF1R,LAML
21849,CSF1R,1483,PIK3CD,LAML
21929,BRD4,10799,PTAR1,LAML
22099,NDUFA4L2,25943,STMN1,LAML
22201,RNF145,10799,PTAR1,LAML
22800,PIK3C2B,2964,XPO1,LAML
22800,PIK3C2B,53092,SLC16A8,LAML
22800,PIK3C2B,1483,PIK3CD,LAML
22800,PIK3C2B,68307,POMC,LAML
22800,PIK3C2B,90373,UMPS,LAML
22800,PIK3C2B,72207,PTPRE,LAML
23363,ERBB2,22800,PIK3C2B,LAML
23363,ERBB2,73780,FGFR3,LAML
23363,ERBB2,78927,NT5M,LAML
23363,ERBB2,55810,PRKDC,LAML
23363,ERBB2,59765,LCK,LAML
23363,ERBB2,72687,PIK3CB,LAML
23363,ERBB2,68194,PRKCZ,LAML
23363,ERBB2,12970,TK1,LAML
23363,ERBB2,46366,GPX1,LAML
23363,ERBB2,71820,FABP4,LAML
23363,ERBB2,92223,PFKFB4,LAML
23363,ERBB2,52897,UCK2,LAML
23438,GPI,9021,INPP1,LAML
23438,GPI,25943,STMN1,LAML
23438,GPI,52225,TYK2,LAML
23438,GPI,88859,SRC,LAML
23438,GPI,43115,PTPRZ1,LAML
23438,GPI,30188,NDUFB1,LAML
23438,GPI,38962,PTK6,LAML
23438,GPI,84228,NDUFA4,LAML
23438,GPI,38662,PIK3CG,LAML
23438,GPI,68194,PRKCZ,LAML
23438,GPI,59765,LCK,LAML
23438,GPI,51663,MAP2K2,LAML
23656,SEC24A,10799,PTAR1,LAML
24457,EXOC2,10799,PTAR1,LAML
24683,MAP4K1,53736,PRKCD,LAML
24683,MAP4K1,65458,SPHK1,LAML
25737,ATP2C1,7159,TMEM165,LAML
26591,CYP26A1,23438,GPI,LAML
26824,MAP3K8,52225,TYK2,LAML
26824,MAP3K8,53092,SLC16A8,LAML
26824,MAP3K8,88635,NAMPT,LAML
26824,MAP3K8,47636,TOP1,LAML
28648,VPS35,7159,TMEM165,LAML
28733,PRKCA,60761,PTP4A3,LAML
28733,PRKCA,90373,UMPS,LAML
28733,PRKCA,47636,TOP1,LAML
28872,NPEPPS,12970,TK1,LAML
28872,NPEPPS,25943,STMN1,LAML
28872,NPEPPS,94780,PRODH,LAML
28872,NPEPPS,60761,PTP4A3,LAML
28872,NPEPPS,37681,PRKAR1A,LAML
28872,NPEPPS,55083,TST,LAML
28872,NPEPPS,38662,PIK3CG,LAML
29289,DAPK3,47636,TOP1,LAML
29430,RAB1A,10799,PTAR1,LAML
29711,PFKFB1,52897,UCK2,LAML
29711,PFKFB1,55810,PRKDC,LAML
29711,PFKFB1,63493,PRKAA1,LAML
29843,CAMK1D,1483,PIK3CD,LAML
29843,CAMK1D,39596,PTPRJ,LAML
29843,CAMK1D,88859,SRC,LAML
29843,CAMK1D,10925,ERBB3,LAML
29843,CAMK1D,94735,GMPS,LAML
30188,NDUFB1,85188,PIK3CA,LAML
30281,EPHB2,59765,LCK,LAML
30281,EPHB2,2724,PKLR,LAML
30281,EPHB2,95418,HMGA1,LAML
30281,EPHB2,90057,ITGB7,LAML
30281,EPHB2,68194,PRKCZ,LAML
30281,EPHB2,7822,OXT,LAML
31427,CARM1,51663,MAP2K2,LAML
31427,CARM1,22800,PIK3C2B,LAML
31427,CARM1,80975,DOT1L,LAML
31427,CARM1,71820,FABP4,LAML
31427,CARM1,50430,CIT,LAML
31427,CARM1,32163,MAP2K7,LAML
31427,CARM1,52722,MAP3K10,LAML
31427,CARM1,73127,CSF3R,LAML
31427,CARM1,32766,LTC4S,LAML
32163,MAP2K7,52722,MAP3K10,LAML
32163,MAP2K7,55810,PRKDC,LAML
32163,MAP2K7,53092,SLC16A8,LAML
32163,MAP2K7,94780,PRODH,LAML
32163,MAP2K7,70890,PTGIR,LAML
32163,MAP2K7,1483,PIK3CD,LAML
32766,LTC4S,16910,TSPO,LAML
32766,LTC4S,53736,PRKCD,LAML
32766,LTC4S,32163,MAP2K7,LAML
32766,LTC4S,55810,PRKDC,LAML
32766,LTC4S,65678,MST1R,LAML
32766,LTC4S,90373,UMPS,LAML
32938,UNC50,10799,PTAR1,LAML
34593,AMHR2,64562,DNMT1,LAML
34593,AMHR2,68194,PRKCZ,LAML
34593,AMHR2,36615,EPHA2,LAML
34593,AMHR2,43327,HCRTR1,LAML
34593,AMHR2,92524,CAMK2G,LAML
34593,AMHR2,31227,PARP1,LAML
34593,AMHR2,59765,LCK,LAML
34593,AMHR2,12970,TK1,LAML
34593,AMHR2,7822,OXT,LAML
34593,AMHR2,73856,MAPK12,LAML
34593,AMHR2,16010,CDC25B,LAML
34593,AMHR2,42330,MASP2,LAML
34593,AMHR2,94780,PRODH,LAML
34593,AMHR2,10925,ERBB3,LAML
34593,AMHR2,50430,CIT,LAML
34593,AMHR2,6685,BCL2L2,LAML
34593,AMHR2,55083,TST,LAML
34835,NPR2,12683,SLC5A5,LAML
35049,TXNDC15,10799,PTAR1,LAML
35992,FN3K,37681,PRKAR1A,LAML
35992,FN3K,93935,NPR1,LAML
35992,FN3K,12683,SLC5A5,LAML
35992,FN3K,52225,TYK2,LAML
35992,FN3K,59765,LCK,LAML
35992,FN3K,90057,ITGB7,LAML
35992,FN3K,55899,HCRT,LAML
35992,FN3K,25943,STMN1,LAML
35992,FN3K,93822,SLC16A5,LAML
35992,FN3K,28733,PRKCA,LAML
36051,SGMS2,10799,PTAR1,LAML
36615,EPHA2,71820,FABP4,LAML
36615,EPHA2,22800,PIK3C2B,LAML
36615,EPHA2,95418,HMGA1,LAML
36615,EPHA2,93935,NPR1,LAML
36615,EPHA2,67455,PTGER1,LAML
36615,EPHA2,2724,PKLR,LAML
36615,EPHA2,59765,LCK,LAML
36615,EPHA2,12970,TK1,LAML
37441,CDK5,12970,TK1,LAML
37441,CDK5,95418,HMGA1,LAML
37441,CDK5,43115,PTPRZ1,LAML
37441,CDK5,7476,PPP1CC,LAML
37681,PRKAR1A,43474,RPS6KA2,LAML
37681,PRKAR1A,12970,TK1,LAML
38127,COG6,10799,PTAR1,LAML
38662,PIK3CG,60761,PTP4A3,LAML
38662,PIK3CG,24195,SSTR5,LAML
38662,PIK3CG,5572,SPHK2,LAML
38662,PIK3CG,53092,SLC16A8,LAML
38662,PIK3CG,63493,PRKAA1,LAML
38962,PTK6,12970,TK1,LAML
38962,PTK6,53092,SLC16A8,LAML
39409,ALAD,92524,CAMK2G,LAML
39409,ALAD,84228,NDUFA4,LAML
39409,ALAD,85188,PIK3CA,LAML
39409,ALAD,70281,NAGK,LAML
39409,ALAD,82758,HMGCR,LAML
39409,ALAD,95069,CHD1,LAML
39409,ALAD,78927,NT5M,LAML
39409,ALAD,23438,GPI,LAML
39409,ALAD,53736,PRKCD,LAML
39409,ALAD,37441,CDK5,LAML
39409,ALAD,23363,ERBB2,LAML
39409,ALAD,72933,RPS6KA4,LAML
39526,ACY1,10925,ERBB3,LAML
39526,ACY1,94735,GMPS,LAML
39526,ACY1,55198,CSNK1G2,LAML
39526,ACY1,50430,CIT,LAML
39526,ACY1,3375,ATM,LAML
39526,ACY1,68194,PRKCZ,LAML
39596,PTPRJ,44340,RELA,LAML
39596,PTPRJ,72933,RPS6KA4,LAML
39744,FGFR4,82758,HMGCR,LAML
39744,FGFR4,78733,HCK,LAML
39744,FGFR4,26824,MAP3K8,LAML
39744,FGFR4,34835,NPR2,LAML
39866,PIKFYVE,10799,PTAR1,LAML
40805,COG3,29430,RAB1A,LAML
40805,COG3,10799,PTAR1,LAML
40805,COG3,50638,RAB1B,LAML
41417,IL12A,7476,PPP1CC,LAML
41417,IL12A,88434,PRKAB1,LAML
41417,IL12A,87216,PIM2,LAML
41417,IL12A,38662,PIK3CG,LAML
41417,IL12A,91446,PLOD1,LAML
41417,IL12A,55810,PRKDC,LAML
41417,IL12A,1483,PIK3CD,LAML
41417,IL12A,52722,MAP3K10,LAML
41812,AGPAT1,63493,PRKAA1,LAML
41812,AGPAT1,9021,INPP1,LAML
41812,AGPAT1,47088,ILK,LAML
41812,AGPAT1,65458,SPHK1,LAML
41812,AGPAT1,65013,CKM,LAML
41812,AGPAT1,16910,TSPO,LAML
41812,AGPAT1,52225,TYK2,LAML
41812,AGPAT1,69296,PDK2,LAML
41812,AGPAT1,64034,KSR1,LAML
41812,AGPAT1,14537,AKT2,LAML
42330,MASP2,2724,PKLR,LAML
42330,MASP2,88859,SRC,LAML
42330,MASP2,38662,PIK3CG,LAML
42330,MASP2,28872,NPEPPS,LAML
42330,MASP2,29711,PFKFB1,LAML
42728,LTB4R,38662,PIK3CG,LAML
42728,LTB4R,70890,PTGIR,LAML
43050,DMPK,1483,PIK3CD,LAML
43050,DMPK,12970,TK1,LAML
43050,DMPK,64034,KSR1,LAML
43050,DMPK,38962,PTK6,LAML
43050,DMPK,28872,NPEPPS,LAML
43050,DMPK,55083,TST,LAML
43050,DMPK,59765,LCK,LAML
43050,DMPK,7476,PPP1CC,LAML
43050,DMPK,32163,MAP2K7,LAML
43050,DMPK,55899,HCRT,LAML
43050,DMPK,72933,RPS6KA4,LAML
43115,PTPRZ1,93822,SLC16A5,LAML
43327,HCRTR1,94780,PRODH,LAML
43327,HCRTR1,93935,NPR1,LAML
43327,HCRTR1,38662,PIK3CG,LAML
43327,HCRTR1,52897,UCK2,LAML
43327,HCRTR1,1483,PIK3CD,LAML
43327,HCRTR1,12970,TK1,LAML
43327,HCRTR1,22800,PIK3C2B,LAML
43327,HCRTR1,77445,TAOK2,LAML
43474,RPS6KA2,12970,TK1,LAML
43783,MAP3K4,72687,PIK3CB,LAML
43783,MAP3K4,72933,RPS6KA4,LAML
43898,CAMK2A,22800,PIK3C2B,LAML
43898,CAMK2A,12683,SLC5A5,LAML
43898,CAMK2A,90057,ITGB7,LAML
43898,CAMK2A,43050,DMPK,LAML
43898,CAMK2A,43783,MAP3K4,LAML
43898,CAMK2A,55198,CSNK1G2,LAML
43898,CAMK2A,38662,PIK3CG,LAML
43898,CAMK2A,7822,OXT,LAML
44340,RELA,12970,TK1,LAML
44790,ANKRD11,10799,PTAR1,LAML
45768,CDK8,85047,GRIK5,LAML
45768,CDK8,47088,ILK,LAML
45768,CDK8,28872,NPEPPS,LAML
45768,CDK8,50430,CIT,LAML
45768,CDK8,25943,STMN1,LAML
45768,CDK8,12970,TK1,LAML
45768,CDK8,36615,EPHA2,LAML
46130,BRCA2,56318,CD22,LAML
46130,BRCA2,5572,SPHK2,LAML
46130,BRCA2,12683,SLC5A5,LAML
46130,BRCA2,48383,ERBB4,LAML
46130,BRCA2,90465,TPSAB1,LAML
46130,BRCA2,2724,PKLR,LAML
46130,BRCA2,89194,P2RY6,LAML
46130,BRCA2,52225,TYK2,LAML
46130,BRCA2,55083,TST,LAML
46130,BRCA2,86191,DCK,LAML
46130,BRCA2,70281,NAGK,LAML
46366,GPX1,15507,PRSS8,LAML
46366,GPX1,70281,NAGK,LAML
46366,GPX1,93822,SLC16A5,LAML
46366,GPX1,82758,HMGCR,LAML
46366,GPX1,7822,OXT,LAML
46366,GPX1,16910,TSPO,LAML
46366,GPX1,12970,TK1,LAML
46366,GPX1,68194,PRKCZ,LAML
46366,GPX1,52225,TYK2,LAML
46366,GPX1,55899,HCRT,LAML
46366,GPX1,19193,LARS2,LAML
46503,RABL3,10799,PTAR1,LAML
46714,KDM1A,68194,PRKCZ,LAML
47025,RHOA,91337,GOSR1,LAML
47636,TOP1,55083,TST,LAML
48383,ERBB4,12683,SLC5A5,LAML
48383,ERBB4,73995,LIG1,LAML
48383,ERBB4,46714,KDM1A,LAML
48383,ERBB4,52225,TYK2,LAML
48383,ERBB4,71459,NR5A1,LAML
48383,ERBB4,74469,NOS2,LAML
48699,TM9SF2,10799,PTAR1,LAML
48732,CDK12,23363,ERBB2,LAML
48732,CDK12,1483,PIK3CD,LAML
48732,CDK12,87320,DCXR,LAML
48732,CDK12,3600,GCK,LAML
48732,CDK12,48812,NTRK1,LAML
48732,CDK12,78927,NT5M,LAML
48732,CDK12,37441,CDK5,LAML
48732,CDK12,28872,NPEPPS,LAML
48732,CDK12,12683,SLC5A5,LAML
48732,CDK12,45768,CDK8,LAML
48732,CDK12,85047,GRIK5,LAML
48732,CDK12,43115,PTPRZ1,LAML
48732,CDK12,28733,PRKCA,LAML
48732,CDK12,17170,MCAT,LAML
48732,CDK12,64034,KSR1,LAML
48732,CDK12,35992,FN3K,LAML
48732,CDK12,70642,CDKN1A,LAML
48732,CDK12,93822,SLC16A5,LAML
48732,CDK12,16910,TSPO,LAML
48732,CDK12,7476,PPP1CC,LAML
48881,CYP4F12,64034,KSR1,LAML
48881,CYP4F12,17121,MMP25,LAML
48881,CYP4F12,3600,GCK,LAML
48881,CYP4F12,38962,PTK6,LAML
48881,CYP4F12,91579,MAPKAPK2,LAML
48881,CYP4F12,35992,FN3K,LAML
48881,CYP4F12,52722,MAP3K10,LAML
48881,CYP4F12,24195,SSTR5,LAML
48881,CYP4F12,1483,PIK3CD,LAML
48881,CYP4F12,72933,RPS6KA4,LAML
48881,CYP4F12,63218,KCNQ4,LAML
48881,CYP4F12,31300,MAP3K5,LAML
48881,CYP4F12,88859,SRC,LAML
48881,CYP4F12,20190,PIK3R2,LAML
48881,CYP4F12,90465,TPSAB1,LAML
48881,CYP4F12,47636,TOP1,LAML
48881,CYP4F12,73856,MAPK12,LAML
48881,CYP4F12,46366,GPX1,LAML
48881,CYP4F12,12970,TK1,LAML
48881,CYP4F12,71820,FABP4,LAML
48881,CYP4F12,25943,STMN1,LAML
50290,CRYBB1,17565,DDR1,LAML
50290,CRYBB1,59492,PLA2G4C,LAML
50290,CRYBB1,34835,NPR2,LAML
50290,CRYBB1,38962,PTK6,LAML
50290,CRYBB1,73995,LIG1,LAML
50290,CRYBB1,59765,LCK,LAML
50290,CRYBB1,13799,PIM1,LAML
50290,CRYBB1,55323,EPHB4,LAML
50290,CRYBB1,26591,CYP26A1,LAML
50290,CRYBB1,64034,KSR1,LAML
50290,CRYBB1,32766,LTC4S,LAML
50290,CRYBB1,64496,SSTR4,LAML
50430,CIT,13799,PIM1,LAML
50430,CIT,38662,PIK3CG,LAML
50430,CIT,48383,ERBB4,LAML
50430,CIT,28872,NPEPPS,LAML
50430,CIT,92223,PFKFB4,LAML
50430,CIT,23438,GPI,LAML
50430,CIT,14789,DDR2,LAML
50430,CIT,91579,MAPKAPK2,LAML
50430,CIT,53092,SLC16A8,LAML
50430,CIT,48881,CYP4F12,LAML
50430,CIT,90465,TPSAB1,LAML
50430,CIT,25943,STMN1,LAML
50473,VPS39,10799,PTAR1,LAML
50638,RAB1B,29430,RAB1A,LAML
50987,CTDSPL2,10799,PTAR1,LAML
51196,TMED10,29430,RAB1A,LAML
51663,MAP2K2,12970,TK1,LAML
51663,MAP2K2,94780,PRODH,LAML
51663,MAP2K2,22800,PIK3C2B,LAML
51663,MAP2K2,65678,MST1R,LAML
52102,ACVRL1,72207,PTPRE,LAML
52102,ACVRL1,93935,NPR1,LAML
52102,ACVRL1,48732,CDK12,LAML
52102,ACVRL1,32766,LTC4S,LAML
52102,ACVRL1,22800,PIK3C2B,LAML
52102,ACVRL1,34593,AMHR2,LAML
52102,ACVRL1,52722,MAP3K10,LAML
52102,ACVRL1,71406,CDK2,LAML
52102,ACVRL1,57373,JAK3,LAML
52102,ACVRL1,25943,STMN1,LAML
52225,TYK2,78202,XIAP,LAML
52722,MAP3K10,7476,PPP1CC,LAML
52722,MAP3K10,20190,PIK3R2,LAML
52722,MAP3K10,12970,TK1,LAML
52722,MAP3K10,68307,POMC,LAML
52722,MAP3K10,16910,TSPO,LAML
52722,MAP3K10,73856,MAPK12,LAML
52722,MAP3K10,44340,RELA,LAML
52722,MAP3K10,5572,SPHK2,LAML
52722,MAP3K10,68194,PRKCZ,LAML
52722,MAP3K10,12683,SLC5A5,LAML
52722,MAP3K10,90465,TPSAB1,LAML
52722,MAP3K10,74469,NOS2,LAML
52722,MAP3K10,43115,PTPRZ1,LAML
53092,SLC16A8,24195,SSTR5,LAML
53240,COG7,10799,PTAR1,LAML
53240,COG7,29430,RAB1A,LAML
53240,COG7,50638,RAB1B,LAML
53736,PRKCD,65458,SPHK1,LAML
54282,IST1,10799,PTAR1,LAML
55198,CSNK1G2,64034,KSR1,LAML
55198,CSNK1G2,82758,HMGCR,LAML
55198,CSNK1G2,91579,MAPKAPK2,LAML
55198,CSNK1G2,47636,TOP1,LAML
55198,CSNK1G2,38662,PIK3CG,LAML
55198,CSNK1G2,52722,MAP3K10,LAML
55198,CSNK1G2,5572,SPHK2,LAML
55198,CSNK1G2,71820,FABP4,LAML
55198,CSNK1G2,90465,TPSAB1,LAML
55198,CSNK1G2,12970,TK1,LAML
55323,EPHB4,48812,NTRK1,LAML
55323,EPHB4,95418,HMGA1,LAML
55323,EPHB4,72687,PIK3CB,LAML
55323,EPHB4,59765,LCK,LAML
55323,EPHB4,68194,PRKCZ,LAML
55323,EPHB4,87216,PIM2,LAML
55323,EPHB4,55810,PRKDC,LAML
55323,EPHB4,90057,ITGB7,LAML
55323,EPHB4,22800,PIK3C2B,LAML
55323,EPHB4,39596,PTPRJ,LAML
55810,PRKDC,94780,PRODH,LAML
55810,PRKDC,16910,TSPO,LAML
55810,PRKDC,43474,RPS6KA2,LAML
55810,PRKDC,72207,PTPRE,LAML
55810,PRKDC,64496,SSTR4,LAML
55810,PRKDC,88859,SRC,LAML
55899,HCRT,24683,MAP4K1,LAML
55899,HCRT,63218,KCNQ4,LAML
55899,HCRT,70890,PTGIR,LAML
55899,HCRT,82758,HMGCR,LAML
55899,HCRT,71459,NR5A1,LAML
55899,HCRT,73856,MAPK12,LAML
55899,HCRT,1483,PIK3CD,LAML
55899,HCRT,72933,RPS6KA4,LAML
