a	b
67018.0	659
34255.0	660
1487.0	661
67025.0	662
34259.0	663
34260.0	664
1494.0	665
34267.0	666
1500.0	667
34273.0	668
1507.0	669
34277.0	670
1515.0	671
67052.0	672
67054.0	673
1521.0	674
1523.0	675
67065.0	676
34298.0	677
1531.0	678
34299.0	679
67068.0	680
67076.0	681
1540.0	682
67077.0	683
34311.0	684
1549.0	685
1550.0	686
67089.0	687
1556.0	688
67094.0	689
67107.0	690
34339.0	691
1571.0	692
34341.0	693
34343.0	694
1576.0	695
34346.0	696
34347.0	697
34352.0	698
34353.0	699
67120.0	700
1587.0	701
67125.0	702
34358.0	703
34362.0	704
1599.0	705
67135.0	706
67136.0	707
1602.0	708
67140.0	709
34374.0	710
1609.0	711
67146.0	712
34379.0	713
34382.0	714
1619.0	715
34389.0	716
1623.0	717
67160.0	718
67161.0	719
34393.0	720
1625.0	721
67162.0	722
1632.0	723
1633.0	724
34404.0	725
1638.0	726
1642.0	727
1644.0	728
1645.0	729
67188.0	730
67194.0	731
1659.0	732
34426.0	733
67197.0	734
67195.0	735
34429.0	736
34431.0	737
34434.0	738
1669.0	739
67205.0	740
34438.0	741
1671.0	742
67210.0	743
34444.0	744
1676.0	745
1682.0	746
34452.0	747
67222.0	748
67224.0	749
67225.0	750
1690.0	751
67229.0	752
34463.0	753
67235.0	754
67236.0	755
34473.0	756
34483.0	757
34485.0	758
1717.0	759
67254.0	760
34491.0	761
34492.0	762
67260.0	763
67265.0	764
34497.0	765
34502.0	766
34511.0	767
1748.0	768
34520.0	769
34522.0	770
67291.0	771
1754.0	772
67290.0	773
1755.0	774
34530.0	775
67299.0	776
34533.0	777
34534.0	778
67303.0	779
1770.0	780
34544.0	781
1777.0	782
1786.0	783
34557.0	784
67329.0	785
67330.0	786
34563.0	787
1795.0	788
1799.0	789
34567.0	790
34571.0	791
1805.0	792
67342.0	793
67343.0	794
34578.0	795
34580.0	796
1813.0	797
1812.0	798
67352.0	799
1824.0	800
67360.0	801
67362.0	802
34595.0	803
1825.0	804
1829.0	805
34597.0	806
1833.0	807
67370.0	808
1835.0	809
34603.0	810
67373.0	811
67377.0	812
67384.0	813
67385.0	814
1849.0	815
67388.0	816
1852.0	817
1858.0	818
67400.0	819
1865.0	820
1866.0	821
1869.0	822
67411.0	823
34644.0	824
1877.0	825
1878.0	826
67418.0	827
34650.0	828
34654.0	829
67424.0	830
1890.0	831
34661.0	832
1897.0	833
1898.0	834
67435.0	835
1900.0	836
1901.0	837
34670.0	838
34671.0	839
67443.0	840
34678.0	841
34680.0	842
1916.0	843
1919.0	844
34689.0	845
34690.0	846
1924.0	847
34693.0	848
1927.0	849
34698.0	850
67466.0	851
34700.0	852
1935.0	853
1936.0	854
34706.0	855
67475.0	856
34710.0	857
67480.0	858
67485.0	859
67486.0	860
67489.0	861
67490.0	862
1953.0	863
1956.0	864
1959.0	865
34727.0	866
1961.0	867
67497.0	868
67498.0	869
67503.0	870
67514.0	871
67518.0	872
34752.0	873
34755.0	874
67523.0	875
1999.0	876
2005.0	877
34773.0	878
67546.0	879
34779.0	880
2010.0	881
67549.0	882
2015.0	883
2016.0	884
34785.0	885
2019.0	886
67561.0	887
2027.0	888
34796.0	889
34797.0	890
2031.0	891
34799.0	892
2035.0	893
34806.0	894
34807.0	895
2041.0	896
2049.0	897
67590.0	898
2055.0	899
67591.0	900
34823.0	901
34832.0	902
34833.0	903
2069.0	904
67606.0	905
67608.0	906
2073.0	907
2077.0	908
2086.0	909
34855.0	910
34856.0	911
2089.0	912
34858.0	913
34857.0	914
67625.0	915
34862.0	916
67632.0	917
34865.0	918
2097.0	919
2099.0	920
34872.0	921
34875.0	922
2109.0	923
2112.0	924
2114.0	925
2115.0	926
2116.0	927
2119.0	928
34887.0	929
34889.0	930
67660.0	931
34894.0	932
34895.0	933
67664.0	934
34897.0	935
67662.0	936
67666.0	937
34900.0	938
2133.0	939
34904.0	940
67673.0	941
34911.0	942
67683.0	943
67684.0	944
34916.0	945
2151.0	946
34920.0	947
34925.0	948
67698.0	949
2164.0	950
67700.0	951
2166.0	952
34932.0	953
2165.0	954
2177.0	955
2178.0	956
2179.0	957
67716.0	958
34946.0	959
34947.0	960
34951.0	961
67725.0	962
2192.0	963
67732.0	964
67734.0	965
2204.0	966
34977.0	967
2211.0	968
34979.0	969
67749.0	970
34982.0	971
67753.0	972
67757.0	973
67758.0	974
2223.0	975
2224.0	976
2225.0	977
34993.0	978
34996.0	979
2231.0	980
35000.0	981
35001.0	982
67769.0	983
2234.0	984
35006.0	985
35009.0	986
67781.0	987
35019.0	988
67789.0	989
67791.0	990
2256.0	991
67793.0	992
67797.0	993
2261.0	994
2266.0	995
2268.0	996
67806.0	997
35041.0	998
67809.0	999
2273.0	1000
35047.0	1001
67818.0	1002
35053.0	1003
2289.0	1004
67825.0	1005
67828.0	1006
2293.0	1007
67831.0	1008
2298.0	1009
2299.0	1010
67839.0	1011
2303.0	1012
35074.0	1013
35080.0	1014
35082.0	1015
2319.0	1016
35090.0	1017
2326.0	1018
2327.0	1019
67864.0	1020
35101.0	1021
35108.0	1022
35109.0	1023
35112.0	1024
35114.0	1025
67885.0	1026
35117.0	1027
35119.0	1028
67888.0	1029
2353.0	1030
67889.0	1031
2355.0	1032
35123.0	1033
2357.0	1034
2351.0	1035
2359.0	1036
35133.0	1037
2367.0	1038
35136.0	1039
2370.0	1040
35146.0	1041
35147.0	1042
35148.0	1043
2380.0	1044
67920.0	1045
35154.0	1046
2390.0	1047
67928.0	1048
2404.0	1049
2405.0	1050
2406.0	1051
35172.0	1052
35175.0	1053
2410.0	1054
67949.0	1055
2416.0	1056
67953.0	1057
2417.0	1058
67956.0	1059
35190.0	1060
35191.0	1061
67958.0	1062
2425.0	1063
67961.0	1064
67963.0	1065
35203.0	1066
35206.0	1067
2442.0	1068
2443.0	1069
67979.0	1070
2445.0	1071
35214.0	1072
67981.0	1073
35216.0	1074
35217.0	1075
67987.0	1076
2458.0	1077
35232.0	1078
2465.0	1079
35235.0	1080
2467.0	1081
2470.0	1082
2472.0	1083
68009.0	1084
68013.0	1085
2477.0	1086
35247.0	1087
35255.0	1088
2487.0	1089
35260.0	1090
68030.0	1091
68039.0	1092
2505.0	1093
2506.0	1094
35273.0	1095
2507.0	1096
35276.0	1097
68045.0	1098
35275.0	1099
35280.0	1100
68049.0	1101
2512.0	1102
2515.0	1103
68052.0	1104
68054.0	1105
35287.0	1106
68056.0	1107
2523.0	1108
68061.0	1109
2526.0	1110
2532.0	1111
68069.0	1112
2537.0	1113
2539.0	1114
68076.0	1115
35310.0	1116
2545.0	1117
68082.0	1118
35316.0	1119
2551.0	1120
68091.0	1121
35323.0	1122
35325.0	1123
2559.0	1124
68096.0	1125
2560.0	1126
68098.0	1127
35330.0	1128
2562.0	1129
2565.0	1130
2566.0	1131
68105.0	1132
68107.0	1133
2576.0	1134
35345.0	1135
35346.0	1136
35344.0	1137
68122.0	1138
2593.0	1139
68131.0	1140
2597.0	1141
35367.0	1142
35368.0	1143
68142.0	1144
68143.0	1145
2609.0	1146
68146.0	1147
35379.0	1148
68149.0	1149
35385.0	1150
2618.0	1151
2619.0	1152
68156.0	1153
2621.0	1154
35393.0	1155
35396.0	1156
2629.0	1157
2628.0	1158
35404.0	1159
35405.0	1160
68177.0	1161
68179.0	1162
35412.0	1163
2644.0	1164
2646.0	1165
68183.0	1166
68186.0	1167
35418.0	1168
35419.0	1169
68191.0	1170
35427.0	1171
68196.0	1172
35429.0	1173
2663.0	1174
2664.0	1175
68202.0	1176
68203.0	1177
35436.0	1178
35435.0	1179
35437.0	1180
35441.0	1181
35446.0	1182
35448.0	1183
68217.0	1184
35449.0	1185
35451.0	1186
68219.0	1187
68220.0	1188
68222.0	1189
2688.0	1190
35458.0	1191
68230.0	1192
2695.0	1193
68231.0	1194
2696.0	1195
2698.0	1196
2699.0	1197
68238.0	1198
35477.0	1199
2710.0	1200
2715.0	1201
2718.0	1202
35486.0	1203
2722.0	1204
35490.0	1205
2728.0	1206
35497.0	1207
2729.0	1208
2732.0	1209
68269.0	1210
35503.0	1211
2736.0	1212
2737.0	1213
68272.0	1214
2735.0	1215
2740.0	1216
68277.0	1217
35504.0	1218
2747.0	1219
35519.0	1220
68289.0	1221
68291.0	1222
35525.0	1223
68300.0	1224
68302.0	1225
2774.0	1226
68316.0	1227
68317.0	1228
2794.0	1229
2797.0	1230
2803.0	1231
68341.0	1232
68342.0	1233
35575.0	1234
2808.0	1235
68345.0	1236
35574.0	1237
2816.0	1238
68358.0	1239
2824.0	1240
35593.0	1241
68363.0	1242
35596.0	1243
35599.0	1244
2833.0	1245
35606.0	1246
35610.0	1247
2843.0	1248
2847.0	1249
2848.0	1250
68387.0	1251
2852.0	1252
2853.0	1253
2854.0	1254
68391.0	1255
2856.0	1256
35627.0	1257
2860.0	1258
68397.0	1259
35630.0	1260
35635.0	1261
35636.0	1262
35638.0	1263
68407.0	1264
68413.0	1265
68415.0	1266
35648.0	1267
2880.0	1268
35650.0	1269
2883.0	1270
68421.0	1271
68425.0	1272
68427.0	1273
68429.0	1274
2895.0	1275
35664.0	1276
2898.0	1277
68435.0	1278
35666.0	1279
2902.0	1280
68439.0	1281
68441.0	1282
2908.0	1283
2909.0	1284
2910.0	1285
68449.0	1286
2914.0	1287
68462.0	1288
35698.0	1289
2932.0	1290
2933.0	1291
35708.0	1292
2942.0	1293
68479.0	1294
68485.0	1295
35718.0	1296
35720.0	1297
2956.0	1298
35727.0	1299
2964.0	1300
68508.0	1301
35742.0	1302
68510.0	1303
68511.0	1304
35745.0	1305
68514.0	1306
68513.0	1307
2977.0	1308
35748.0	1309
68517.0	1310
2979.0	1311
35751.0	1312
68520.0	1313
2986.0	1314
68527.0	1315
35761.0	1316
68531.0	1317
2998.0	1318
2999.0	1319
35768.0	1320
3001.0	1321
68538.0	1322
3003.0	1323
68539.0	1324
35774.0	1325
3006.0	1326
3008.0	1327
35777.0	1328
68545.0	1329
68547.0	1330
35782.0	1331
3016.0	1332
35784.0	1333
3018.0	1334
35786.0	1335
68556.0	1336
3026.0	1337
68565.0	1338
3033.0	1339
35803.0	1340
35804.0	1341
68573.0	1342
68575.0	1343
68578.0	1344
68580.0	1345
3048.0	1346
35817.0	1347
3049.0	1348
35819.0	1349
68588.0	1350
35823.0	1351
35825.0	1352
3061.0	1353
3063.0	1354
3065.0	1355
68602.0	1356
68607.0	1357
68610.0	1358
3079.0	1359
35848.0	1360
68617.0	1361
68618.0	1362
35852.0	1363
3085.0	1364
35856.0	1365
68624.0	1366
68627.0	1367
35862.0	1368
68632.0	1369
3100.0	1370
3101.0	1371
68636.0	1372
3103.0	1373
35875.0	1374
35877.0	1375
68647.0	1376
68649.0	1377
68650.0	1378
68651.0	1379
3115.0	1380
68663.0	1381
35895.0	1382
35902.0	1383
35907.0	1384
35908.0	1385
3141.0	1386
68675.0	1387
35912.0	1388
3144.0	1389
68684.0	1390
35917.0	1391
3150.0	1392
35921.0	1393
35923.0	1394
3163.0	1395
68702.0	1396
68705.0	1397
35939.0	1398
35940.0	1399
3173.0	1400
68710.0	1401
3176.0	1402
68715.0	1403
3180.0	1404
35953.0	1405
35954.0	1406
3185.0	1407
35955.0	1408
35958.0	1409
35962.0	1410
35963.0	1411
68732.0	1412
68736.0	1413
68737.0	1414
35971.0	1415
35972.0	1416
35973.0	1417
35976.0	1418
68744.0	1419
35978.0	1420
68747.0	1421
3212.0	1422
68748.0	1423
68749.0	1424
35983.0	1425
3216.0	1426
35985.0	1427
3214.0	1428
35979.0	1429
68760.0	1430
3225.0	1431
35993.0	1432
68762.0	1433
35994.0	1434
68763.0	1435
68764.0	1436
36000.0	1437
3234.0	1438
3236.0	1439
68775.0	1440
68777.0	1441
36010.0	1442
36013.0	1443
68782.0	1444
3249.0	1445
36017.0	1446
36024.0	1447
3257.0	1448
3263.0	1449
36036.0	1450
68805.0	1451
3270.0	1452
36041.0	1453
68810.0	1454
3273.0	1455
68814.0	1456
3280.0	1457
36053.0	1458
3287.0	1459
68824.0	1460
3291.0	1461
36060.0	1462
68830.0	1463
68831.0	1464
36064.0	1465
3297.0	1466
68833.0	1467
68836.0	1468
3302.0	1469
3303.0	1470
3306.0	1471
3309.0	1472
36081.0	1473
68850.0	1474
3315.0	1475
68858.0	1476
68859.0	1477
36093.0	1478
68865.0	1479
3330.0	1480
3332.0	1481
68872.0	1482
3339.0	1483
36108.0	1484
68880.0	1485
68881.0	1486
68885.0	1487
36118.0	1488
36126.0	1489
3359.0	1490
68899.0	1491
36134.0	1492
3368.0	1493
3370.0	1494
68907.0	1495
68911.0	1496
36145.0	1497
3378.0	1498
36147.0	1499
36149.0	1500
3384.0	1501
3385.0	1502
68925.0	1503
36163.0	1504
36167.0	1505
68936.0	1506
36168.0	1507
68938.0	1508
36173.0	1509
68941.0	1510
3407.0	1511
3408.0	1512
36177.0	1513
36178.0	1514
68944.0	1515
36180.0	1516
36182.0	1517
68951.0	1518
68952.0	1519
68950.0	1520
36187.0	1521
68957.0	1522
68959.0	1523
3425.0	1524
3426.0	1525
36195.0	1526
68964.0	1527
36197.0	1528
3431.0	1529
3435.0	1530
68972.0	1531
36205.0	1532
68976.0	1533
3441.0	1534
36208.0	1535
3440.0	1536
68977.0	1537
36217.0	1538
3451.0	1539
36221.0	1540
68990.0	1541
3453.0	1542
36224.0	1543
3456.0	1544
68993.0	1545
3459.0	1546
36228.0	1547
36229.0	1548
36236.0	1549
36251.0	1550
69020.0	1551
3487.0	1552
36255.0	1553
69025.0	1554
3490.0	1555
36258.0	1556
69023.0	1557
36261.0	1558
36262.0	1559
69031.0	1560
3498.0	1561
3502.0	1562
69050.0	1563
69054.0	1564
3518.0	1565
69056.0	1566
69057.0	1567
3523.0	1568
69061.0	1569
69063.0	1570
3528.0	1571
36297.0	1572
3530.0	1573
36299.0	1574
3527.0	1575
3534.0	1576
36303.0	1577
69077.0	1578
3542.0	1579
36309.0	1580
69079.0	1581
3545.0	1582
69083.0	1583
69085.0	1584
69086.0	1585
36319.0	1586
36320.0	1587
3567.0	1588
36336.0	1589
69104.0	1590
3574.0	1591
36343.0	1592
69110.0	1593
3583.0	1594
69121.0	1595
3590.0	1596
3591.0	1597
3593.0	1598
3594.0	1599
3596.0	1600
3602.0	1601
3606.0	1602
69144.0	1603
69145.0	1604
3611.0	1605
3613.0	1606
69150.0	1607
69158.0	1608
3626.0	1609
3627.0	1610
69163.0	1611
36398.0	1612
69167.0	1613
3634.0	1614
3638.0	1615
3641.0	1616
3643.0	1617
36415.0	1618
36422.0	1619
3657.0	1620
3660.0	1621
69198.0	1622
36432.0	1623
69201.0	1624
69203.0	1625
3669.0	1626
36438.0	1627
69207.0	1628
3673.0	1629
69210.0	1630
36443.0	1631
3676.0	1632
3675.0	1633
36446.0	1634
36445.0	1635
36449.0	1636
3683.0	1637
36452.0	1638
69224.0	1639
36460.0	1640
69228.0	1641
69230.0	1642
3698.0	1643
3705.0	1644
3708.0	1645
36476.0	1646
3713.0	1647
3718.0	1648
3719.0	1649
3727.0	1650
69267.0	1651
69269.0	1652
3734.0	1653
36503.0	1654
69273.0	1655
3741.0	1656
69282.0	1657
69283.0	1658
36517.0	1659
69288.0	1660
3754.0	1661
69291.0	1662
3755.0	1663
3757.0	1664
3758.0	1665
69294.0	1666
36523.0	1667
36524.0	1668
3762.0	1669
69300.0	1670
69302.0	1671
3767.0	1672
3769.0	1673
36537.0	1674
69308.0	1675
69310.0	1676
36544.0	1677
36545.0	1678
3780.0	1679
3782.0	1680
36552.0	1681
69321.0	1682
36555.0	1683
3788.0	1684
3791.0	1685
36563.0	1686
3796.0	1687
3800.0	1688
69336.0	1689
36576.0	1690
3808.0	1691
3810.0	1692
36577.0	1693
36581.0	1694
69352.0	1695
69357.0	1696
36591.0	1697
69359.0	1698
3826.0	1699
36594.0	1700
69367.0	1701
69368.0	1702
3833.0	1703
69369.0	1704
36607.0	1705
36610.0	1706
69383.0	1707
69385.0	1708
36619.0	1709
3852.0	1710
69388.0	1711
3854.0	1712
36621.0	1713
36624.0	1714
3860.0	1715
36633.0	1716
36634.0	1717
36635.0	1718
3868.0	1719
69404.0	1720
36638.0	1721
36636.0	1722
36643.0	1723
3878.0	1724
36647.0	1725
36652.0	1726
36655.0	1727
36656.0	1728
69423.0	1729
36661.0	1730
69430.0	1731
69431.0	1732
69429.0	1733
3897.0	1734
36662.0	1735
36668.0	1736
36669.0	1737
36671.0	1738
36673.0	1739
3910.0	1740
69448.0	1741
36680.0	1742
36682.0	1743
3915.0	1744
36688.0	1745
3920.0	1746
3924.0	1747
69463.0	1748
3927.0	1749
36698.0	1750
69467.0	1751
3930.0	1752
3936.0	1753
69473.0	1754
69474.0	1755
3941.0	1756
3949.0	1757
69486.0	1758
69487.0	1759
36719.0	1760
36720.0	1761
3955.0	1762
69492.0	1763
69495.0	1764
3963.0	1765
69500.0	1766
3965.0	1767
69514.0	1768
36747.0	1769
36746.0	1770
3981.0	1771
69519.0	1772
3984.0	1773
69521.0	1774
69523.0	1775
69525.0	1776
36757.0	1777
3992.0	1778
69528.0	1779
36767.0	1780
36770.0	1781
36772.0	1782
69541.0	1783
36775.0	1784
36776.0	1785
69545.0	1786
69546.0	1787
4011.0	1788
4016.0	1789
4017.0	1790
36785.0	1791
36788.0	1792
4021.0	1793
36790.0	1794
4022.0	1795
69562.0	1796
36794.0	1797
69568.0	1798
69569.0	1799
4034.0	1800
36804.0	1801
69573.0	1802
36806.0	1803
36807.0	1804
4040.0	1805
36812.0	1806
36814.0	1807
4047.0	1808
36816.0	1809
4048.0	1810
36820.0	1811
36821.0	1812
36822.0	1813
4055.0	1814
69592.0	1815
36825.0	1816
36826.0	1817
69597.0	1818
36832.0	1819
4064.0	1820
69604.0	1821
69605.0	1822
69607.0	1823
36843.0	1824
4076.0	1825
69619.0	1826
69622.0	1827
36858.0	1828
69627.0	1829
69628.0	1830
4093.0	1831
69630.0	1832
36863.0	1833
4096.0	1834
4098.0	1835
4099.0	1836
36868.0	1837
36869.0	1838
69640.0	1839
36873.0	1840
69642.0	1841
36878.0	1842
4111.0	1843
36884.0	1844
36885.0	1845
36886.0	1846
69656.0	1847
4122.0	1848
4125.0	1849
69667.0	1850
4131.0	1851
36901.0	1852
4133.0	1853
36908.0	1854
69678.0	1855
69682.0	1856
69686.0	1857
4150.0	1858
36918.0	1859
69692.0	1860
4159.0	1861
69696.0	1862
36932.0	1863
69700.0	1864
69701.0	1865
36933.0	1866
4168.0	1867
36934.0	1868
4172.0	1869
36943.0	1870
4176.0	1871
4177.0	1872
4179.0	1873
36948.0	1874
4180.0	1875
36947.0	1876
4183.0	1877
36952.0	1878
4185.0	1879
4189.0	1880
69730.0	1881
4196.0	1882
69733.0	1883
36968.0	1884
4205.0	1885
69742.0	1886
4212.0	1887
36980.0	1888
69750.0	1889
36984.0	1890
4217.0	1891
36986.0	1892
